Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Mean,Application_Class,UE_ID,Session_ID
84.46825619583464,1072,204,1346226,204947,18363.975650257267,15.106266631593172,66197.69294344407,31071.543350739517,159412.32299566263,35126.14959270455,1255.8082584400274,1004.646606752022,1130.2274325960248,video_streaming,synthetic_UE_000,synthetic_video_streaming_0000
3.743875439844952,971,185,1361442,207511,419071.901618868,308.7709563456722,3238.6465742603395,1046.6604537003634,6378.62793536143,2191.9861205599764,1402.1030569613054,1121.6824455690444,1261.8927512651749,video_streaming,synthetic_UE_000,synthetic_video_streaming_0001
101.7966720204606,980,182,1038144,154238,11713.369173408119,11.414911479291229,87604.7091398112,49179.601990582465,235143.51511155858,38425.10714922873,1059.3312396585186,847.4649917268149,953.3981156926668,video_streaming,synthetic_UE_000,synthetic_video_streaming_0002
40.092455183164255,1001,167,772847,103149,21849.39774822897,29.132663356832037,34325.732177366655,5357.847776613253,50399.27550720642,28967.884400753403,772.0758687847522,617.6606950278018,694.8682819062769,video_streaming,synthetic_UE_000,synthetic_video_streaming_0003
12.107507558274763,1031,178,1026555,141786,96497.23482530541,99.85539915469391,10014.48102421403,3055.0593260124665,19179.65900225143,6959.421698201564,995.6895610648804,796.5516488519044,896.1206049583924,video_streaming,synthetic_UE_000,synthetic_video_streaming_0004
6.298869859826235,1051,207,1227199,193362,225526.329581794,199.7183666269149,5007.050762977929,1603.424232739607,9817.32346119675,3403.6265302383217,1167.6489227204959,934.1191381763967,1050.8840304484463,video_streaming,synthetic_UE_000,synthetic_video_streaming_0005
142.42028363672355,1047,225,1045097,179672,8599.680949407892,8.931312082234967,111965.631789877,21829.730186055593,177454.8223480438,90135.90160382142,998.1829314269785,798.5463451415828,898.3646382842807,video_streaming,synthetic_UE_000,synthetic_video_streaming_0006
317.6204157433681,987,202,871857,142747,3194.391637657772,3.7434621361389184,267132.39339223556,156578.33775687154,736867.4066628502,110554.05563536403,883.3411572926225,706.672925834098,795.0070415633602,video_streaming,synthetic_UE_000,synthetic_video_streaming_0007
13.94565638603562,970,214,1337500,236061,112835.20520236492,84.90098760683574,11778.426001719274,1449.6742985381868,16127.448897333834,10328.751703181088,1378.8664660217523,1103.0931728174019,1240.979819419577,video_streaming,synthetic_UE_000,synthetic_video_streaming_0008
79.90068103492185,956,205,1291555,221563,18937.485643441112,14.530539476785771,68820.56936685774,8237.851040057407,93534.12248702996,60582.718326800335,1350.9995594489471,1080.7996475591578,1215.8996035040525,video_streaming,synthetic_UE_000,synthetic_video_streaming_0009
