Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Mean,Application_Class,UE_ID,Session_ID
0.9385361799537182,66,32,5648,2190,8351.30298374487,104.41792452245437,9576.899795446105,4495.157518769119,23062.37235175346,5081.742276676986,85.58082584400276,68.46466067520221,77.02274325960249,gaming,synthetic_UE_000,synthetic_gaming_0000
0.1,43,24,4309,1924,62330.0,670.0,1492.5373134328358,482.35574516157664,2939.604548917566,1010.1815682712593,100.21030569613053,80.16824455690443,90.18927512651749,gaming,synthetic_UE_000,synthetic_gaming_0001
1.1310741335606733,45,23,2966,1213,3694.7180348332395,60.11984359144778,16633.443140598138,9337.695672068108,44646.53015680246,7295.747468530029,65.93312396585185,52.74649917268148,59.339811569266665,gaming,synthetic_UE_000,synthetic_gaming_0002
0.4454717242573806,50,24,2500,1200,8305.802138548861,166.1160427709772,6019.888165640277,5972.369203496423,23936.995776129548,47.51896214385397,37.20758687847521,29.76606950278017,33.48682819062769,gaming,synthetic_UE_000,synthetic_gaming_0003
6.741260684922345,57,21,3395,1050,659.3722165264707,11.57053608302918,86426.41903746597,26365.60365493272,165523.2300022641,60060.81538253325,59.568956106488045,47.65516488519044,53.612060495839245,gaming,synthetic_UE_000,synthetic_gaming_0004
0.1,61,33,4682,2026,67080.0,940.0,1063.8297872340427,340.6736901837964,2085.850857785432,723.1560970502462,76.76489227204958,61.411913817639665,69.08840304484463,gaming,synthetic_UE_000,synthetic_gaming_0005
1.582447595963595,60,39,3589,1950,3500.273888455152,62.561313406221345,15984.319151147425,3116.432861578307,25333.617735882348,12867.886289569118,59.81829314269785,47.85463451415828,53.836463828428066,gaming,synthetic_UE_000,synthetic_gaming_0006
3.529115730481868,47,31,2350,1550,1105.0926911562324,22.101853823124646,45245.07346771626,26520.17714998865,124805.60491768221,18724.896317727613,48.33411572926225,38.667292583409804,43.50070415633603,gaming,synthetic_UE_000,synthetic_gaming_0007
0.15495173762261802,43,36,4209,2819,45356.05800766532,509.8361671322653,1961.414400286304,241.40849078329302,2685.639872636183,1720.005909503011,97.88664660217523,78.30931728174019,88.09798194195771,gaming,synthetic_UE_000,synthetic_gaming_0008
0.887785344832465,40,32,3803,2434,7025.346877264562,81.10068545182756,12330.352011562012,1475.9483113436188,16758.19694559287,10854.403700218394,95.09995594489472,76.07996475591578,85.58996035040525,gaming,synthetic_UE_000,synthetic_gaming_0009
0.7449767008207074,46,32,2725,1600,5805.5506906932005,104.70126101134558,9550.983343855223,4534.2138070671035,23153.624765056535,5016.76953678812,59.24340246969036,47.39472197575229,53.31906222272133,gaming,synthetic_UE_000,synthetic_gaming_0010
2.860785506153728,51,30,4002,1883,2057.1273125304215,28.31390183771693,35318.33958214479,9442.15529547394,63644.805468566614,25876.184286670854,78.48392509943629,62.78714007954903,70.63553258949267,gaming,synthetic_UE_000,synthetic_gaming_0011
0.1,40,32,3922,2510,64320.0,720.0,1388.888888888889,258.36339846526323,2163.9790842846787,1130.5254904236258,98.07064981251685,78.45651985001348,88.26358483126516,gaming,synthetic_UE_000,synthetic_gaming_0012
1.0565639497653452,56,20,4501,1286,5477.188580289199,71.9312825474303,13902.157233754542,2123.4503562383024,20272.50830246945,11778.70687751624,80.380006621243,64.3040052969944,72.3420059591187,gaming,synthetic_UE_000,synthetic_gaming_0013
5.3099001717612495,57,37,6123,3180,1752.0103390030913,17.702781024001997,56488.29969958776,44019.79517959954,188547.6852383864,12468.504519988222,107.43724267099553,85.94979413679643,96.69351840389598,gaming,synthetic_UE_000,synthetic_gaming_0014
0.7654614328366369,40,29,3340,1937,6893.880963335491,90.14170674060051,11093.643954154159,7670.184164069489,34104.19644636262,3423.4597900846693,83.51106587909665,66.80885270327732,75.159959291187,gaming,synthetic_UE_000,synthetic_gaming_0015
0.1,50,25,4452,1781,62330.0,750.0,1333.3333333333335,289.4868544859232,2201.793896791103,1043.8464788474103,89.05872653067019,71.24698122453616,80.15285387760318,gaming,synthetic_UE_000,synthetic_gaming_0016
1.4629056115203039,54,26,4140,1594,3919.59669499184,54.68568810592034,18286.320144003796,3792.2013090891855,29662.92407127135,14494.11883491461,76.6787818329787,61.34302546638296,69.01090364968083,gaming,synthetic_UE_000,synthetic_gaming_0017
0.6704993527621634,50,25,4339,1735,9058.920004885586,111.8569312424134,8939.99137016218,1637.300809468966,13851.893798569079,7302.690560693215,86.79641928373287,69.4371354269863,78.11677735535959,gaming,synthetic_UE_000,synthetic_gaming_0018
2.2303100205945867,56,34,4471,2171,2978.0613182329175,40.35313439339996,24781.222451050962,9916.234025800455,54529.92452845233,14864.988425250507,79.85239700110854,63.88191760088684,71.86715730099769,gaming,synthetic_UE_000,synthetic_gaming_0019
2.0076756542752765,51,36,5820,3287,4536.091265841151,43.33369277788296,23076.73165833651,2423.4741499146194,30347.15410808037,20653.25750842189,114.13209907356924,91.30567925885539,102.7188891662123,gaming,synthetic_UE_000,synthetic_gaming_0020
1.4352611690989767,44,24,4288,1871,4291.20506609015,47.37813679073391,21106.781898514364,5206.781587548141,36727.126661158785,15900.000310966223,97.47178831270759,77.97743065016607,87.72460948143683,gaming,synthetic_UE_000,synthetic_gaming_0021
5.520687635608614,41,37,4135,2985,1289.6944130792274,14.128674750025246,70778.04661036686,24279.680456607548,143617.0879801895,46498.366153759314,100.87721221837316,80.70176977469853,90.78949099653585,gaming,synthetic_UE_000,synthetic_gaming_0022
1.5085588203878921,44,32,3983,2317,4176.171266812185,50.379208932972396,19849.45816299858,4542.95114176954,33478.3115883072,15306.507021229041,90.52896322669392,72.42317058135514,81.47606690402452,gaming,synthetic_UE_000,synthetic_gaming_0023
2.588930859454236,56,21,4733,1420,2376.6567490709635,29.742007098726504,33622.47869421086,3455.445402260658,43988.81490099283,30167.033291950203,84.5257653899775,67.620612311982,76.07318885097975,gaming,synthetic_UE_000,synthetic_gaming_0024
0.21399380287189865,53,24,5138,1861,32706.55461078821,359.8235040763955,2779.140297037645,1259.4913363420094,6557.614306063673,1519.6489606956354,96.94802865153278,77.55842292122622,87.2532257863795,gaming,synthetic_UE_000,synthetic_gaming_0025
2.1108829642704974,44,25,4197,1907,2891.680923726384,32.6877430761993,30592.506728557935,20423.154381836346,91861.96987406697,10169.35234672159,95.39954719861586,76.3196377588927,85.85959247875428,gaming,synthetic_UE_000,synthetic_gaming_0026
2.143626576339525,51,28,5373,2360,3607.438014322876,36.853433742597595,27134.51362455095,4990.310058575388,42105.44380027711,22144.20356597556,105.36779044807804,84.29423235846244,94.83101140327024,gaming,synthetic_UE_000,synthetic_gaming_0027
7.2246188123258515,48,32,6465,3448,1372.1139145898642,11.07324857935934,90307.73515407315,27407.3166358979,172529.68506176682,62900.41851817525,134.68844318123485,107.75075454498788,121.21959886311137,gaming,synthetic_UE_000,synthetic_gaming_0028
